codigo;nombre ;carrera;ingreso;promedio;;;;;
1150180;Simón Mendoza;DISEÑO INDUSTRIAL;1961;4,04;;;;;
2014995;Daniela Sánchez;FISIOTERAPIA;1996;4,49;;;;;
2837599;Mario Álvarez;FISICA;1969;4,21;;;;;
1295640;Fernando Delgado;LICENCIATURA EN MATEMATICAS;1971;3,79;;;;;
1771918;Eduardo Ponce;BIOLOGIA;2005;4,22;;;;;
1615208;Paola Miranda;FILOSOFIA;2001;2,91;;;;;
2474982;Clara Acosta;LICENCIATURA EN MATEMATICAS;1978;3,21;;;;;
2824461;José Gutiérrez;LICENCIATURA EN ESPANOL Y LITERATURA;2017;3,94;;;;;
2669772;Esteban Valenzuela;MEDICINA;1960;4,16;;;;;
1933349;Pablo Gómez;INGENIERIA CIVIL;1992;4,34;;;;;
1217338;Gabriela Gutiérrez;NUTRICION Y DIETETICA;2007;4,76;;;;;
2799391;Mariana García;INGENIERIA DE SISTEMAS;2005;3,59;;;;;
2383339;Ricardo Valenzuela;INGENIERIA INDUSTRIAL;1951;4,69;;;;;
1560427;Pablo Martínez;INGENIERIA QUIMICA;2015;2,89;;;;;
2828910;Marta Sánchez;LICENCIATURA EN ESPANOL Y LITERATURA;1955;3,36;;;;;
2722341;Camila González;DISEÑO INDUSTRIAL;2020;4,5;;;;;
2435904;Andrés Pérez;FILOSOFIA;2013;4,2;;;;;
1553708;Emilio Fernández;LICENCIATURA EN MUSICA;2018;4,45;;;;;
1353484;José Carrasco;INGENIERIA ELECTRICA;1998;3,14;;;;;
2491051;Mariana Hernández;ENFERMERIA;2018;2,8;;;;;
1967940;Federico Ramírez;DERECHO;2001;2,78;;;;;
2394906;Lorenzo Ramírez;INGENIERIA ELECTRICA;1950;4,9;;;;;
1275303;Ana Gutiérrez;TRABAJO SOCIAL;1965;4,37;;;;;
2083198;Jorge Guzmán;LICENCIATURA EN ESPANOL Y LITERATURA;2011;3,61;;;;;
1323463;Camila Ortiz;INGENIERIA ELECTRICA;1965;4,18;;;;;
1619076;Simón Suárez;LICENCIATURA EN ESPANOL Y LITERATURA;1984;4,73;;;;;
2881066;Daniela Guzmán;MATEMATICAS;1991;4,95;;;;;
1456071;Pedro Ruiz;MATEMATICAS;2014;4,64;;;;;
1874980;Juan Guzmán;DISEÑO INDUSTRIAL;1955;4,75;;;;;
1419042;Jimena Ruiz;FISICA;1962;4,58;;;;;
2073962;Raúl García;GEOLOGIA;1982;3,65;;;;;
2554091;Carolina Salas;INGENIERIA QUIMICA;1997;4,02;;;;;
1255847;Mauricio Torres;FISIOTERAPIA;1963;2,8;;;;;
2182778;Lorenzo Cortés;TRABAJO SOCIAL;1998;3,65;;;;;
2321977;Luisa Valenzuela;INGENIERIA DE PETROLEOS;1992;4,44;;;;;
2735581;Camila Ruiz;INGENIERIA ELECTRICA;1961;4,52;;;;;
1081954;Eduardo Torres;INGENIERIA METALURGICA;1991;3,82;;;;;
2933885;Catalina Vargas;FISIOTERAPIA;2007;4,82;;;;;
1827813;Raúl Valenzuela;TRABAJO SOCIAL;1958;2,88;;;;;
2733769;Ana Acosta;MEDICINA;1954;3,23;;;;;
2588518;Carlos Ramos;INGENIERIA METALURGICA;1970;2,92;;;;;
1475672;Roberto Acosta;BIOLOGIA;2012;4,45;;;;;
2773465;Melissa Cruz;HISTORIA Y ARCHIVISTICA;1967;3,2;;;;;
2881492;Sofía Ibarra;LICENCIATURA EN ESPANOL Y LITERATURA;1978;3,01;;;;;
1311779;José Núñez;ECONOMIA;2004;4,12;;;;;
1984331;Isabella Gómez;HISTORIA Y ARCHIVISTICA;1986;3,12;;;;;
2883705;Mariana Pérez;INGENIERIA INDUSTRIAL;1991;3,44;;;;;
2592632;Clara Delgado;LICENCIATURA EN ESPANOL Y LITERATURA;1986;3,81;;;;;
2129475;Camila Ortiz;FILOSOFIA;2005;3,21;;;;;
2440742;Gabriela Álvarez;HISTORIA Y ARCHIVISTICA;1999;2,78;;;;;
1786057;Federico Gutiérrez;INGENIERIA MECANICA;1995;4,22;;;;;
1107804;Catalina Castro;LICENCIATURA EN MUSICA;1961;4,8;;;;;
1094735;Esteban Bautista;INGENIERIA MECANICA;2013;4,34;;;;;
2092369;José Cruz;QUIMICA;2009;3,54;;;;;
1786664;Roberto Vega;QUIMICA;1953;3,64;;;;;
1760119;Mauricio Fernández;BIOLOGIA;1958;3,96;;;;;
1442063;Jimena Acosta;FISICA;2013;3,8;;;;;
1902254;Gabriela Gutiérrez;MICROBIOLOGIA Y BIOANALISIS;1953;3,74;;;;;
2412804;Adriana Flores;LICENCIATURA EN ESPANOL Y LITERATURA;2002;4,3;;;;;
1961094;Jorge García;HISTORIA Y ARCHIVISTICA;1957;2,71;;;;;
2527840;Federico Valenzuela;LICENCIATURA EN MUSICA;2000;4,22;;;;;
1578103;Verónica Delgado;FISIOTERAPIA;1957;4,25;;;;;
1081010;Juliana Morales;LICENCIATURA EN ESPANOL Y LITERATURA;1954;3,21;;;;;
1452155;Jimena Olivera;LICENCIATURA EN INGLES;1992;4,78;;;;;
1515904;Ricardo Cabrera;INGENIERIA CIVIL;2013;4,07;;;;;
2486911;Julián Cortés;DERECHO;2008;3,96;;;;;
1163573;Tomás García;INGENIERIA ELECTRONICA;1973;2,83;;;;;
2838343;Tomás Pérez;LICENCIATURA EN INGLES;1984;3,62;;;;;
2020181;Carolina Núñez;INGENIERIA ELECTRONICA;1989;4,67;;;;;
2614913;Clara Delgado;MICROBIOLOGIA Y BIOANALISIS;1952;3,98;;;;;
1898295;Juliana Barrera;MICROBIOLOGIA Y BIOANALISIS;2023;2,87;;;;;
1232344;Verónica Rodríguez;INGENIERIA DE SISTEMAS;1998;3,65;;;;;
2536428;Raúl Romero;LICENCIATURA EN INGLES;2016;4,08;;;;;
1308591;Roberto Olivera;QUIMICA;1951;4,45;;;;;
1248322;Clara Molina;TRABAJO SOCIAL;1966;2,82;;;;;
1194729;Diego Cabrera;LICENCIATURA EN INGLES;2000;2,9;;;;;
1018957;Juan Sánchez;GEOLOGIA;1952;3,49;;;;;
2363556;Camila Sánchez;INGENIERIA METALURGICA;1992;3,44;;;;;
2745347;Diego Gómez;LICENCIATURA EN ESPANOL Y LITERATURA;2019;3,61;;;;;
1574032;María Martínez;INGENIERIA QUIMICA;1959;2,77;;;;;
2160616;Raúl Vega;INGENIERIA MECANICA;1991;4,23;;;;;
2744852;Marta Pérez;INGENIERIA MECANICA;1953;4,59;;;;;
1831242;Roberto Soria;LICENCIATURA EN MATEMATICAS;1990;2,74;;;;;
1006339;Roberto Díaz;INGENIERIA QUIMICA;2009;4,94;;;;;
2284463;Clara Vera;HISTORIA Y ARCHIVISTICA;1954;3,83;;;;;
1887169;Sofía Navarro;LICENCIATURA EN INGLES;2002;4,31;;;;;
2581610;Isabella Reyes;INGENIERIA MECANICA;1954;3,55;;;;;
2769352;Simón Cabrera;ECONOMIA;1985;4,16;;;;;
1000634;Julián Soria;INGENIERIA INDUSTRIAL;1994;3,64;;;;;
2058658;Daniela García;FILOSOFIA;1950;4,63;;;;;
1703171;Federico Navarro;LICENCIATURA EN ESPANOL Y LITERATURA;2007;3,06;;;;;
1593453;Pedro Cruz;LICENCIATURA EN ESPANOL Y LITERATURA;2011;2,92;;;;;
2156141;Catalina Medina;BIOLOGIA;1954;3,67;;;;;
2514237;Marta Acosta;INGENIERIA METALURGICA;2012;3,42;;;;;
1998205;Pedro Morales;FISICA;1980;4,72;;;;;
2042971;Lucía Cruz;DISEÑO INDUSTRIAL;1989;3,08;;;;;
2350604;Lorenzo Bautista;INGENIERIA QUIMICA;1972;2,91;;;;;
1502982;Roberto Núñez;MEDICINA;1956;4,21;;;;;
2343769;Raúl Bautista;GEOLOGIA;1977;3,5;;;;;
2164969;Tomás Carrasco;INGENIERIA DE SISTEMAS;1984;4,69;;;;;
2501645;Pedro Pérez;INGENIERIA DE PETROLEOS;1960;4,28;;;;;
2233501;Carlos Mendoza;NUTRICION Y DIETETICA;2003;3,92;;;;;
1667146;Sofía García;INGENIERIA MECANICA;1985;4,96;;;;;
1588547;Andrea Soria;INGENIERIA DE PETROLEOS;1993;3,25;;;;;
1317305;Julián Álvarez;INGENIERIA ELECTRONICA;1990;4,73;;;;;
2467693;Jorge Ramírez;HISTORIA Y ARCHIVISTICA;1973;4,64;;;;;
1195225;Eduardo Pérez;HISTORIA Y ARCHIVISTICA;2002;3,82;;;;;
1050605;Lorenzo Medina;GEOLOGIA;1951;4,33;;;;;
2559093;Verónica Fernández;MATEMATICAS;1951;4,33;;;;;
2015410;Lucía Gómez;GEOLOGIA;1985;4,75;;;;;
1837721;Julián Valdés;FISICA;1998;4,82;;;;;
1226923;Andrea Ramírez;INGENIERIA INDUSTRIAL;1973;3,65;;;;;
1299682;Adriana Castro;INGENIERIA CIVIL;1961;2,97;;;;;
1483991;Esteban Álvarez;FISIOTERAPIA;2023;4,93;;;;;
1466354;Carolina Ruiz;MICROBIOLOGIA Y BIOANALISIS;1954;2,89;;;;;
2454015;Gustavo García;LICENCIATURA EN MATEMATICAS;1995;3,68;;;;;
1606479;Roberto García;FISICA;2023;3,02;;;;;
1982916;Sofía Gómez;INGENIERIA ELECTRONICA;2017;3,83;;;;;
1010068;Simón Hernández;INGENIERIA MECANICA;1969;2,97;;;;;
1896145;Fernando Miranda;GEOLOGIA;2017;3,4;;;;;
1652024;Jimena Carrasco;MATEMATICAS;1963;4,11;;;;;
2357915;Jorge Medina;ECONOMIA;1965;4,14;;;;;
2640685;Clara Reyes;INGENIERIA DE PETROLEOS;1968;3,43;;;;;
2175337;Jimena Cabrera;INGENIERIA ELECTRICA;1968;3,56;;;;;
1796708;Gustavo Mendoza;DISEÑO INDUSTRIAL;2019;4,23;;;;;
2669440;Verónica Ponce;INGENIERIA ELECTRICA;2018;3,97;;;;;
2358385;Emilio Núñez;INGENIERIA ELECTRONICA;1975;3,67;;;;;
1451522;José Ramírez;INGENIERIA METALURGICA;2008;4,64;;;;;
1393465;Alejandro Álvarez;LICENCIATURA EN ESPANOL Y LITERATURA;2013;3,64;;;;;
2553737;Daniela Miranda;NUTRICION Y DIETETICA;2020;3,8;;;;;
1365541;Julián Reyes;BIOLOGIA;1956;3,65;;;;;
2353517;Melissa Sánchez;QUIMICA;1952;4,63;;;;;
2572343;Lucía Vargas;INGENIERIA DE PETROLEOS;2007;4,36;;;;;
1845375;Camila Álvarez;BIOLOGIA;2000;2,77;;;;;
2349990;Isabella Díaz;QUIMICA;1982;2,71;;;;;
1680114;Simón Sánchez;DISEÑO INDUSTRIAL;1994;3,77;;;;;
1125504;Raúl Carrasco;INGENIERIA ELECTRICA;1988;4,42;;;;;
1717423;Carolina Vargas;INGENIERIA ELECTRONICA;1978;4,01;;;;;
1704608;Isabella Cabrera;INGENIERIA DE PETROLEOS;1995;4,24;;;;;
1768173;Roberto Suárez;LICENCIATURA EN INGLES;1984;4,8;;;;;
1919488;Tomás Pérez;DERECHO;1955;3,6;;;;;
1103788;Melissa Vera;FILOSOFIA;1983;3,4;;;;;
2984682;Esteban Sánchez;TRABAJO SOCIAL;2013;4,29;;;;;
2361542;Carolina Álvarez;HISTORIA Y ARCHIVISTICA;2022;3,23;;;;;
1424444;Julián Torres;ECONOMIA;2021;4;;;;;
1217510;Pedro Cabrera;INGENIERIA ELECTRONICA;2021;5;;;;;
2024640;Carlos Ponce;ENFERMERIA;1977;2,79;;;;;
1595972;Gabriela Cortés;FISIOTERAPIA;1977;4,55;;;;;
1222241;Clara López;ECONOMIA;1985;4,3;;;;;
2735746;Camila Barrera;INGENIERIA QUIMICA;1968;4,09;;;;;
1028406;Jorge Villalobos;INGENIERIA INDUSTRIAL;1999;4,6;;;;;
2495035;Carlos Villalobos;DISEÑO INDUSTRIAL;1957;3,04;;;;;
1020759;Simón Cabrera;INGENIERIA DE SISTEMAS;1996;4,41;;;;;
1466512;Gabriela Hernández;INGENIERIA DE PETROLEOS;1981;3,45;;;;;
1211197;Andrea Morales;INGENIERIA MECANICA;1980;4,78;;;;;
1612780;Raúl González;LICENCIATURA EN MATEMATICAS;1965;2,91;;;;;
2529691;Mario Torres;MEDICINA;1950;3,4;;;;;
1198476;Juan Vargas;INGENIERIA DE SISTEMAS;1984;4,08;;;;;
1499755;Lorenzo Sánchez;INGENIERIA ELECTRICA;1981;4,03;;;;;
1184330;Luisa Miranda;HISTORIA Y ARCHIVISTICA;1975;3,75;;;;;
2658553;Julián Vera;LICENCIATURA EN MUSICA;1955;4,02;;;;;
1961530;Catalina Flores;MEDICINA;1990;3,86;;;;;
1335303;Daniela Cortés;INGENIERIA CIVIL;1978;4,82;;;;;
2298478;Ricardo Sánchez;INGENIERIA INDUSTRIAL;1989;4,61;;;;;
2377065;Roberto Villalobos;INGENIERIA DE PETROLEOS;2001;3,28;;;;;
1207039;Camila Rodríguez;INGENIERIA INDUSTRIAL;1975;4,16;;;;;
2244160;Gabriela Barrera;INGENIERIA DE SISTEMAS;1980;4,51;;;;;
1970766;Gabriela Valdés;ENFERMERIA;1984;2,81;;;;;
2531176;Eduardo Soria;QUIMICA;2019;3,88;;;;;
1975454;Andrés Morales;FISIOTERAPIA;2006;4,13;;;;;
1405413;Simón Núñez;QUIMICA;1952;3,96;;;;;
2832904;Mario Martínez;NUTRICION Y DIETETICA;1956;3,85;;;;;
1632985;Mauricio Fernández;DISEÑO INDUSTRIAL;2022;3,74;;;;;
1779139;Pedro Soria;INGENIERIA ELECTRONICA;1981;4,8;;;;;
2745828;Alejandro Sánchez;DERECHO;1982;3,97;;;;;
2960745;Sofía Valenzuela;INGENIERIA METALURGICA;1977;3,12;;;;;
1414812;Carolina González;MICROBIOLOGIA Y BIOANALISIS;2011;3,56;;;;;
1480027;Jorge González;INGENIERIA CIVIL;1979;4,97;;;;;
2820323;Gabriela Sánchez;FISICA;2022;4,09;;;;;
2826282;Clara Bautista;QUIMICA;2003;4,53;;;;;
1030548;Emilio Cortés;TRABAJO SOCIAL;1987;3,46;;;;;
1954815;Juan Ramos;GEOLOGIA;1984;3,22;;;;;
1310682;Jorge Ramos;LICENCIATURA EN ESPANOL Y LITERATURA;1998;3,23;;;;;
1256849;Gabriela Cruz;FISICA;1957;3,29;;;;;
1738901;Julián Maldonado;MATEMATICAS;2022;3,45;;;;;
2222988;Eduardo Sánchez;NUTRICION Y DIETETICA;1954;2,93;;;;;
1135853;Lucas Vargas;INGENIERIA ELECTRONICA;2003;3,54;;;;;
1596031;Esteban Cabrera;FISIOTERAPIA;1950;3,35;;;;;
1628266;Roberto Vega;MATEMATICAS;1958;4,17;;;;;
2390933;Diego Lara;INGENIERIA ELECTRONICA;1978;3,33;;;;;
2766488;Simón Acosta;INGENIERIA INDUSTRIAL;2001;2,98;;;;;
1080977;Raúl Vargas;ENFERMERIA;2006;3,49;;;;;
2807175;Juan Medina;INGENIERIA MECANICA;2015;3,65;;;;;
2269834;Natalia Acosta;DERECHO;1985;3,82;;;;;
2553605;Ricardo Flores;LICENCIATURA EN INGLES;1998;3,56;;;;;
1203093;Julián Vega;FILOSOFIA;1967;3,61;;;;;
1121039;Roberto Torres;NUTRICION Y DIETETICA;1991;2,87;;;;;
2502595;Luisa López;INGENIERIA ELECTRICA;1976;4,64;;;;;
2454611;Jorge Ponce;HISTORIA Y ARCHIVISTICA;1995;4,36;;;;;
1665527;Emilio Rodríguez;INGENIERIA DE PETROLEOS;2006;2,99;;;;;
2374775;Pedro Miranda;INGENIERIA DE PETROLEOS;2014;3,01;;;;;
1533807;Simón Romero;HISTORIA Y ARCHIVISTICA;1973;3,48;;;;;
2371338;Lucas Bautista;INGENIERIA DE SISTEMAS;1986;4,14;;;;;
2783627;Carolina Reyes;INGENIERIA MECANICA;1990;4,14;;;;;
2271136;Marta Núñez;MICROBIOLOGIA Y BIOANALISIS;1986;4,59;;;;;
1576239;Alejandro Fernández;NUTRICION Y DIETETICA;1994;4,65;;;;;
1916283;Pablo Núñez;INGENIERIA CIVIL;2008;4,5;;;;;
1404698;Laura Molina;HISTORIA Y ARCHIVISTICA;1997;3,72;;;;;
1550250;Andrés Valdés;FILOSOFIA;2013;4,85;;;;;
1018100;Ana Ibarra;INGENIERIA INDUSTRIAL;1956;3,74;;;;;
2079077;Isabella Cortés;TRABAJO SOCIAL;1964;3,31;;;;;
2519210;Juan Cruz;INGENIERIA INDUSTRIAL;1967;3,75;;;;;
2237571;Marta Navarro;ECONOMIA;1962;3,45;;;;;
1129393;Isabella Valdés;INGENIERIA DE PETROLEOS;2003;4,1;;;;;
1196091;Andrés Gutiérrez;LICENCIATURA EN ESPANOL Y LITERATURA;1972;4,38;;;;;
1571295;Camila Salas;DERECHO;1985;4,22;;;;;
2330463;Andrea Ramos;INGENIERIA DE SISTEMAS;1993;3,48;;;;;
2016717;Natalia Barrera;MATEMATICAS;2011;3,51;;;;;
2505174;Paola Ortiz;INGENIERIA CIVIL;2016;2,95;;;;;
2173146;Marta Castro;TRABAJO SOCIAL;2015;2,74;;;;;
1208316;Alejandro Pérez;FISICA;1974;3,21;;;;;
2392515;José Valenzuela;INGENIERIA INDUSTRIAL;2010;3,94;;;;;
1615507;Natalia Ramos;DISEÑO INDUSTRIAL;1963;4,02;;;;;
1685222;Daniela Castro;INGENIERIA ELECTRONICA;1964;3,53;;;;;
1497946;Ana Medina;LICENCIATURA EN INGLES;1954;4,35;;;;;
2620099;Raúl Ramos;LICENCIATURA EN MATEMATICAS;1970;2,78;;;;;
1049330;Marta Miranda;INGENIERIA INDUSTRIAL;2012;4,49;;;;;
2856048;Emilio Núñez;DISEÑO INDUSTRIAL;1993;4,27;;;;;
2756155;Andrea Miranda;INGENIERIA INDUSTRIAL;1961;2,8;;;;;
1493057;Gabriela Cortés;BIOLOGIA;2015;3,03;;;;;
1731051;Roberto Ruiz;QUIMICA;1984;3,88;;;;;
1723073;Alejandro Suárez;ENFERMERIA;1971;4,34;;;;;
2267767;Juliana Álvarez;MEDICINA;1992;4,14;;;;;
1225120;Lucía Mendoza;LICENCIATURA EN ESPANOL Y LITERATURA;2015;4,84;;;;;
1490021;Daniela Torres;INGENIERIA METALURGICA;1966;3,04;;;;;
2515417;Carlos Ruiz;INGENIERIA DE PETROLEOS;1995;2,94;;;;;
2780931;Andrés Barrera;BIOLOGIA;1967;3,18;;;;;
1330685;Ricardo Olivera;INGENIERIA ELECTRONICA;1973;4,58;;;;;
1437924;Daniela Pérez;INGENIERIA CIVIL;1976;4,46;;;;;
2381568;Alejandro Pérez;MATEMATICAS;2015;3,33;;;;;
2715309;José Carrasco;INGENIERIA INDUSTRIAL;1964;3,87;;;;;
2526483;Pedro Fernández;LICENCIATURA EN MUSICA;1963;4,57;;;;;
2589070;Emilio Bautista;INGENIERIA MECANICA;1979;4,46;;;;;
1159287;Esteban Barrera;INGENIERIA METALURGICA;1968;4,96;;;;;
1824859;Sofía López;LICENCIATURA EN MUSICA;1970;4,33;;;;;
1012961;Mariana Morales;INGENIERIA DE SISTEMAS;1956;4,14;;;;;
2103316;Federico Díaz;INGENIERIA ELECTRICA;2000;3,42;;;;;
1181788;Adriana Ibarra;FISIOTERAPIA;2008;3,74;;;;;
1532277;Gustavo Ibarra;INGENIERIA DE SISTEMAS;2023;3,98;;;;;
2442115;Federico Acosta;INGENIERIA ELECTRONICA;1968;4,86;;;;;
2055276;Adriana Vargas;HISTORIA Y ARCHIVISTICA;2000;2,81;;;;;
2466502;Gabriela Vera;INGENIERIA INDUSTRIAL;1953;3,07;;;;;
2220997;Adriana Mendoza;INGENIERIA DE PETROLEOS;1953;3,77;;;;;
2113619;Juliana Reyes;LICENCIATURA EN ESPANOL Y LITERATURA;2008;2,92;;;;;
1828128;Laura Villalobos;MEDICINA;2006;4,31;;;;;
2738117;Juliana Maldonado;FISIOTERAPIA;1988;2,82;;;;;
2661711;Gabriela Díaz;INGENIERIA CIVIL;1968;4,5;;;;;
1413419;Juliana Álvarez;FILOSOFIA;1995;4,45;;;;;
2367204;Clara Salas;INGENIERIA ELECTRONICA;2004;3,17;;;;;
1504488;Juan Acosta;MICROBIOLOGIA Y BIOANALISIS;2010;3,51;;;;;
2497693;Lorenzo Cruz;FISIOTERAPIA;1976;2,93;;;;;
1341355;Adriana Miranda;FISICA;1974;2,76;;;;;
2963159;Daniela Ramos;INGENIERIA INDUSTRIAL;1965;4,4;;;;;
1996527;Jimena Morales;INGENIERIA ELECTRONICA;2023;3,64;;;;;
1596288;Emilio Olivera;QUIMICA;1964;4,25;;;;;
1909461;Juliana Gómez;BIOLOGIA;1975;4,86;;;;;
2312162;Lucía Valdés;LICENCIATURA EN MATEMATICAS;1992;3,39;;;;;
2233911;Simón López;INGENIERIA CIVIL;1952;2,86;;;;;
2448581;Daniela Maldonado;INGENIERIA ELECTRONICA;1954;3,7;;;;;
2421408;Mario Navarro;BIOLOGIA;1986;4,38;;;;;
1274199;Laura Gutiérrez;FILOSOFIA;2007;4,52;;;;;
1320464;María Hernández;LICENCIATURA EN MATEMATICAS;1956;4,7;;;;;
2536601;Andrés Navarro;ECONOMIA;1951;4,3;;;;;
2641370;Emilio Cabrera;GEOLOGIA;2013;3,58;;;;;
2599322;Lorenzo Molina;HISTORIA Y ARCHIVISTICA;1965;3,44;;;;;
1835208;Esteban Díaz;INGENIERIA DE PETROLEOS;2016;4,17;;;;;
2500972;Alejandro Hernández;INGENIERIA CIVIL;1952;4,53;;;;;
2673000;Pedro Guzmán;DISEÑO INDUSTRIAL;2020;4,2;;;;;
2260753;Pedro Carrasco;INGENIERIA MECANICA;1964;2,98;;;;;
1327635;Carolina Ponce;INGENIERIA ELECTRONICA;1965;4,37;;;;;
1821873;Carlos Delgado;QUIMICA;1975;2,89;;;;;
2416388;Lucía Cabrera;DERECHO;1999;3,23;;;;;
2573716;Andrea Molina;LICENCIATURA EN MUSICA;1955;4,78;;;;;
2497169;Raúl Villalobos;INGENIERIA DE PETROLEOS;2017;3,57;;;;;
1309677;Juliana Reyes;BIOLOGIA;2000;3,5;;;;;
1195334;Carlos Barrera;INGENIERIA ELECTRONICA;1975;4,84;;;;;
2186073;Carolina Guzmán;INGENIERIA MECANICA;1978;3,16;;;;;
1397894;Marta Morales;MICROBIOLOGIA Y BIOANALISIS;1983;2,85;;;;;
1158263;Lorenzo Bautista;INGENIERIA CIVIL;1995;4,34;;;;;
2811976;Laura Suárez;ENFERMERIA;1953;2,82;;;;;
1780490;Gabriela Vargas;LICENCIATURA EN MUSICA;1960;4,63;;;;;
1665235;Daniela Mendoza;QUIMICA;1994;3,11;;;;;
2749376;Verónica Navarro;LICENCIATURA EN ESPANOL Y LITERATURA;2021;3,88;;;;;
2570872;Paola Mendoza;LICENCIATURA EN MATEMATICAS;1993;2,78;;;;;
2541852;Verónica Cabrera;MICROBIOLOGIA Y BIOANALISIS;1962;4,34;;;;;
1703556;Gabriela Ramos;INGENIERIA QUIMICA;2020;2,73;;;;;
2854778;Sofía Valdés;NUTRICION Y DIETETICA;2015;3;;;;;
1635637;Alejandro Ibarra;FILOSOFIA;2004;3,4;;;;;
1644667;Camila Olivera;LICENCIATURA EN MATEMATICAS;1957;2,86;;;;;
1197067;Mariana Hernández;INGENIERIA DE PETROLEOS;1994;2,94;;;;;
1198985;Tomás García;BIOLOGIA;2011;3,14;;;;;
2073017;Jorge Hernández;LICENCIATURA EN MUSICA;1972;4,12;;;;;
1347924;Marta Díaz;INGENIERIA ELECTRICA;1956;2,9;;;;;
1486578;Jimena Mendoza;MICROBIOLOGIA Y BIOANALISIS;1971;3,24;;;;;
1893322;Roberto Hernández;INGENIERIA ELECTRICA;2008;3,39;;;;;
1595456;María Ramírez;INGENIERIA CIVIL;1980;3,42;;;;;
1244879;Fernando Cabrera;ENFERMERIA;1994;4,75;;;;;
1007589;Juliana Maldonado;INGENIERIA DE PETROLEOS;1968;4,2;;;;;
2323661;Lorenzo Vera;LICENCIATURA EN INGLES;1968;4,46;;;;;
2959329;Natalia Flores;FILOSOFIA;1997;4,98;;;;;
1593031;Simón Guzmán;DERECHO;2015;4,1;;;;;
2150877;Juliana Ibarra;MICROBIOLOGIA Y BIOANALISIS;1970;2,92;;;;;
1840092;Adriana Salas;LICENCIATURA EN MUSICA;1965;3,07;;;;;
1550986;Daniela Cortés;MATEMATICAS;1968;4,68;;;;;
1275148;Ana Miranda;DERECHO;1956;2,7;;;;;
2443213;Natalia Gómez;TRABAJO SOCIAL;1977;4,01;;;;;
2340296;Sofía Torres;LICENCIATURA EN MUSICA;2003;3,79;;;;;
2739437;Mauricio Suárez;LICENCIATURA EN MUSICA;1981;2,86;;;;;
1435289;Alejandro Cabrera;INGENIERIA METALURGICA;1975;3,35;;;;;
1710285;Gabriela Soria;FISIOTERAPIA;2002;3,07;;;;;
1014891;Fernando Barrera;FISICA;1982;3,65;;;;;
2031184;Luisa Carrasco;INGENIERIA DE SISTEMAS;1994;3,02;;;;;
1519559;Andrea Carrasco;LICENCIATURA EN ESPANOL Y LITERATURA;1982;3,81;;;;;
2893153;Isabella González;TRABAJO SOCIAL;2013;4,86;;;;;
2391256;Catalina Vega;FISIOTERAPIA;2020;4,62;;;;;
1510302;Andrea Soria;INGENIERIA METALURGICA;1966;3,71;;;;;
2906877;Raúl Miranda;ECONOMIA;1984;2,93;;;;;
2709662;Ana Maldonado;DISEÑO INDUSTRIAL;1997;3,54;;;;;
1875238;Lucía Gómez;DERECHO;1971;4,76;;;;;
1782075;Adriana Flores;FISICA;2009;3,41;;;;;
2799641;Ricardo Gómez;INGENIERIA MECANICA;1987;3,61;;;;;
2306388;Andrea Vera;ENFERMERIA;1982;3,65;;;;;
1192303;Juliana Álvarez;GEOLOGIA;1999;2,95;;;;;
2691304;Valentina Cortés;FILOSOFIA;1997;3,4;;;;;
2854680;Juliana Guzmán;INGENIERIA MECANICA;2003;3,1;;;;;
2943409;María Vega;MEDICINA;1959;2,98;;;;;
1452287;Carolina Miranda;INGENIERIA DE SISTEMAS;1954;4,23;;;;;
1728573;Jorge Martínez;INGENIERIA DE PETROLEOS;1966;3,83;;;;;
2026241;Daniela González;FILOSOFIA;2003;3,87;;;;;
2459826;Clara Núñez;GEOLOGIA;2001;3,66;;;;;
2527780;María Barrera;DERECHO;2023;2,88;;;;;
2027769;Alejandro Morales;DERECHO;1987;4,05;;;;;
2676253;Lorenzo Ruiz;INGENIERIA METALURGICA;1982;3,59;;;;;
1820998;Esteban Romero;INGENIERIA QUIMICA;1982;3,02;;;;;
2888804;Lorenzo Suárez;QUIMICA;1987;4,74;;;;;
2097151;María Cruz;INGENIERIA DE PETROLEOS;1995;3,74;;;;;
1424987;Juan Fernández;LICENCIATURA EN INGLES;1953;4,87;;;;;
1932749;José Soria;DERECHO;1995;3,71;;;;;
2722313;Eduardo Reyes;LICENCIATURA EN MUSICA;1975;4,8;;;;;
1584453;Catalina Lara;INGENIERIA METALURGICA;1956;4,95;;;;;
1539566;Clara Mendoza;INGENIERIA MECANICA;1970;4,6;;;;;
2512573;Mariana Ortiz;LICENCIATURA EN MATEMATICAS;1967;2,97;;;;;
2702007;Juliana Medina;LICENCIATURA EN INGLES;1962;4,89;;;;;
2057428;Jimena Lara;NUTRICION Y DIETETICA;2003;3,21;;;;;
1469675;Esteban Navarro;DISEÑO INDUSTRIAL;2008;2,87;;;;;
1385946;Lucía Rodríguez;INGENIERIA INDUSTRIAL;2013;4,57;;;;;
2138230;Daniela Cortés;QUIMICA;1954;4,82;;;;;
2269983;Eduardo Rodríguez;LICENCIATURA EN MUSICA;2017;4,05;;;;;
1560954;Gabriela Ibarra;ECONOMIA;1993;3,08;;;;;
1106379;María Valenzuela;BIOLOGIA;1997;3,5;;;;;
1578173;Marta Salas;QUIMICA;1985;4,62;;;;;
2644798;Fernando Romero;BIOLOGIA;1995;4,86;;;;;
